Cust_ID;Churn;Name;Longevity;Year_Birth;TypeTravel;RoomType;RewardPoints;Comfort;ReceptionSchedule;FoodDrink;Location;Wifi;Amenities;Staff;OnlineBooking;PriceQuality;RoomSpace;CheckOut;Checkin;Cleanliness;BarService
8342;churn;Mr. Anthony Bridges;yes;1965;leisure;double;5134;2;4;2;3;4;2;4;4;4;4;4;4;4;4
8343;nochurn;Mr. Charles Baker;yes;2002;leisure;double;5586;5;5;5;1;3;5;3;3;4;5;4;3;4;3
8344;nochurn;Ms. Lori Shaw;yes;1962;business;single;4537;2;2;2;2;5;4;5;5;5;5;5;5;5;4
8345;churn;Ms. Diana Decker;yes;1982;business;single;3442;1;3;2;3;3;4;3;1;1;1;1;4;1;1
8346;churn;Mr. William Aguirre;no;1984;business;double;5074;2;2;2;1;1;2;1;1;3;1;5;1;4;1
8347;churn;Ms. Sara Prince;yes;1967;business;suite;4308;1;3;5;5;1;1;1;4;4;2;3;1;1;1
8348;churn;Mr. Joseph Robinson;yes;1982;leisure;double;4795;3;3;3;3;1;3;1;1;3;5;3;2;4;1
8349;churn;Ms. Daisy Sandoval;no;1985;business;single;5039;2;2;2;4;3;2;2;3;5;2;5;3;4;3
8350;nochurn;Ms. Shelia Cole;yes;1980;leisure;double;4844;3;3;3;3;5;5;4;5;5;5;5;5;5;3
8351;nochurn;Ms. Lisa Murphy;yes;1988;leisure;double;4328;4;4;4;4;3;5;4;4;4;5;4;5;4;3
8352;nochurn;Ms. Sarah Mitchell;yes;1964;business;single;3290;3;3;3;3;3;4;5;3;3;4;3;3;3;5
8353;nochurn;Ms. Rebecca Figueroa;yes;1983;business;single;6915;1;1;1;1;2;3;1;5;5;5;5;2;5;3
8354;churn;Mr. John Lewis;no;1980;business;single;5890;2;2;2;3;3;2;3;3;1;3;4;1;4;3
8355;nochurn;Ms. Stephanie Garcia;yes;2012;leisure;double;5338;5;4;5;1;1;5;1;1;3;5;2;2;3;1
8356;nochurn;Ms. Kiara Hughes;yes;1974;leisure;double;6371;2;2;2;2;5;5;5;5;5;5;5;4;5;4
8357;nochurn;Ms. Shannon Poole;yes;1971;business;single;3291;1;2;1;1;4;4;5;4;4;4;4;4;4;3
8358;nochurn;Ms. Kristin Love;yes;1971;business;single;5992;1;1;1;1;3;4;4;4;4;4;4;4;4;3
8359;nochurn;Mr. Jacob Martin;yes;1964;business;single;3849;2;2;2;2;4;5;5;2;2;2;2;3;2;4
8360;churn;Mr. Christopher Hobbs;yes;1988;business;single;4272;5;2;2;2;5;4;5;5;3;1;2;4;3;5
8361;nochurn;Ms. Brandy Case;yes;1972;business;single;5941;2;2;2;2;5;4;5;5;5;5;5;5;5;5
8362;churn;Mr. Thomas Rodriguez;yes;1960;leisure;double;5393;2;5;2;3;3;2;3;3;3;2;5;5;5;3
8363;churn;Mr. Kenneth Walsh;yes;1965;business;single;4919;3;1;1;1;3;3;3;3;3;3;3;3;3;2
8364;nochurn;Mr. Shane Martinez;no;1983;business;single;4030;5;5;5;4;4;5;4;4;4;5;4;5;5;4
8365;churn;Mr. Robert Hogan;no;1989;business;single;5654;2;2;2;1;1;2;1;1;4;5;5;5;4;1
8366;churn;Mr. Dennis Turner;yes;1985;leisure;double;4686;1;5;4;3;5;4;5;5;3;5;4;5;4;5
8367;churn;Mr. David Roberts;no;1992;business;single;5219;2;2;2;3;5;2;5;5;3;5;5;4;4;5
8368;nochurn;Ms. Kim Nichols;yes;1962;business;single;5530;4;4;4;4;5;4;4;4;4;4;4;5;4;3
8369;churn;Mr. Michael Hayes;yes;1980;leisure;single;4638;2;2;2;3;3;4;4;5;5;2;5;2;5;1
8370;nochurn;Ms. Kimberly Pope;no;1998;business;single;5025;4;1;4;4;3;4;5;3;4;3;5;3;4;3
8371;churn;Mr. David Hess;yes;2003;leisure;double;4727;3;5;3;2;5;3;5;5;4;5;3;3;2;5
8372;churn;Mr. Brian Boone;yes;2007;leisure;double;3807;3;5;3;4;5;3;5;5;4;4;5;5;5;5
8373;churn;Mr. Edgar Thomas;yes;1959;leisure;double;4316;3;5;3;4;3;3;1;3;4;5;4;5;1;3
8374;nochurn;Ms. Jennifer Shaffer;yes;1980;business;single;4738;1;1;1;1;4;5;1;4;4;4;4;4;4;5
8375;churn;Ms. Tammy Clay;no;1995;business;double;4788;1;0;0;4;5;0;5;5;4;2;4;2;1;5
8376;nochurn;Ms. Rachel Miller;yes;1982;business;suite;5000;3;3;5;3;3;3;3;3;3;5;2;1;5;3
8377;churn;Mr. Mathew Schneider;yes;1998;leisure;double;5064;1;3;1;5;4;1;4;4;1;1;5;3;1;4
8378;churn;Ms. Peggy Adkins;yes;1959;leisure;single;6396;4;5;4;3;4;4;4;5;5;4;4;5;5;3
8379;nochurn;Ms. Alexis Stewart;yes;1988;leisure;double;4993;5;2;5;5;5;5;4;5;5;5;5;3;5;5
8380;nochurn;Ms. Sheila Richardson;yes;1974;business;single;4047;4;4;3;4;3;4;5;3;3;4;5;5;3;3
8381;nochurn;Ms. Sally Hamilton;yes;1974;business;single;4191;2;2;2;2;4;4;4;5;5;2;1;4;1;4
8382;churn;Mr. Paul Mitchell;no;1987;business;double;5114;4;1;4;4;1;4;1;1;2;4;3;3;3;1
8383;nochurn;Mr. Gregory Ellis;yes;1969;business;single;5345;1;1;1;1;4;5;4;4;4;5;4;5;4;4
8384;churn;Mr. James Franklin MD;yes;1955;leisure;double;4822;1;2;1;4;2;1;2;2;2;5;3;4;3;2
8385;churn;Mr. Shane Jones;yes;1970;leisure;suite;4777;1;5;1;1;3;1;1;3;4;2;5;3;4;3
8386;nochurn;Ms. Katelyn Watson;yes;1975;business;single;3182;3;3;3;3;2;5;4;5;5;5;5;4;5;5
8387;churn;Mr. Kelly Kelly;no;1983;business;single;4523;2;2;2;1;1;2;1;1;4;2;5;3;4;1
8388;nochurn;Mr. Travis Walker;yes;1972;business;single;6573;5;5;5;5;4;4;5;4;4;4;4;5;4;3
8389;nochurn;Ms. Kara Anderson;yes;2012;leisure;double;4680;5;4;5;1;3;5;5;1;1;5;1;4;1;4
8390;nochurn;Ms. Sarah Liu;yes;1968;business;single;4606;0;5;0;4;2;5;5;4;4;4;4;4;4;4
8391;churn;Mr. Nathaniel Padilla;no;1996;business;double;4992;1;4;2;3;5;2;5;5;5;4;3;2;5;5
8392;churn;Mr. Tyler Owens;no;1972;business;single;5030;2;2;2;3;5;2;1;5;3;4;4;5;4;5
8393;nochurn;Ms. Melissa Novak;yes;1966;business;single;1845;4;4;4;4;5;5;5;3;1;2;2;5;5;5
8394;nochurn;Ms. Whitney Vance;yes;1952;leisure;double;5885;4;3;3;3;3;3;3;4;4;3;4;3;4;1
8395;churn;Mr. Kenneth Leach;no;2007;business;double;5418;3;0;4;3;2;4;2;2;4;2;5;5;1;2
8396;nochurn;Mr. Noah Zamora;yes;1977;business;single;6687;3;4;3;3;2;5;4;4;4;4;4;3;4;3
8397;nochurn;Ms. Ashley Patterson;yes;1991;leisure;double;4674;4;5;5;3;5;5;5;5;5;5;5;5;5;5
8398;churn;Mr. Douglas Mccormick;yes;1971;business;double;4777;4;5;5;5;4;4;4;4;2;3;3;1;4;4
8399;nochurn;Ms. Audrey Harris;yes;2000;business;single;4744;1;2;1;1;5;5;5;5;3;3;4;3;4;5
8400;nochurn;Ms. Cindy Faulkner;yes;1966;business;suite;6778;3;5;5;5;5;4;1;3;3;3;3;2;3;3
8401;nochurn;Ms. Latoya Compton;yes;1982;business;single;5989;2;2;2;2;4;4;4;4;4;4;4;4;4;3
8402;churn;Mr. James Cook;yes;1970;business;suite;3347;4;3;3;3;4;4;4;1;5;2;4;4;3;4
8403;churn;Mr. Peter Jones;no;1997;business;double;5170;2;2;2;3;4;2;4;4;4;3;3;2;4;4
8404;churn;Mr. Michael Jordan;yes;2007;business;single;2779;1;4;4;4;1;1;1;1;3;1;4;2;4;1
8405;nochurn;Ms. Ashley Ramos;yes;1985;leisure;double;3522;5;5;5;5;2;4;5;4;4;4;4;3;4;3
8406;nochurn;Ms. Melissa Bowman;yes;2001;leisure;double;5352;2;2;2;2;3;4;5;4;4;4;4;3;4;4
8407;nochurn;Ms. Betty Allen;yes;1970;leisure;double;6757;5;5;5;5;4;5;4;4;2;5;5;1;2;4
8408;nochurn;Ms. Julie Bishop;yes;1985;business;double;5360;3;3;4;3;3;4;3;3;2;3;1;5;5;3
8409;nochurn;Ms. Kelly Graham;yes;1969;business;single;3454;0;4;0;5;5;4;4;4;4;4;4;3;4;3
8410;nochurn;Ms. Julie Madden;yes;1988;leisure;double;4681;1;1;1;1;3;5;4;4;4;4;4;3;4;5
8411;nochurn;Ms. Mrs. Kelsey Schultz DDS;yes;1991;leisure;double;5075;4;2;2;2;5;4;5;5;3;4;1;2;3;5
8412;churn;Mr. Matthew Williams;yes;1984;leisure;suite;2861;3;5;3;3;3;3;3;3;3;2;4;3;4;3
8413;churn;Mr. Steven Park;yes;1990;business;single;3890;2;5;5;5;2;2;2;2;3;5;4;4;3;2
8414;nochurn;Mr. Richard Golden;yes;1984;business;single;3422;4;4;3;4;4;4;4;4;4;5;4;5;4;4
8415;nochurn;Mr. Kevin Mitchell;yes;1977;business;single;6002;4;4;4;4;5;5;4;4;4;4;4;5;4;5
8416;nochurn;Mr. Jose Duncan;yes;1977;business;double;4454;4;5;3;5;4;4;4;4;2;5;5;3;5;4
8417;churn;Ms. Samantha Lopez;yes;1961;business;double;6483;1;2;2;2;5;3;3;1;1;1;1;2;1;4
8418;nochurn;Ms. Laura Hendricks;yes;1975;business;single;4142;5;5;5;5;2;1;1;5;5;5;5;5;5;4
8419;nochurn;Mr. Michael Sanders;yes;1944;business;double;5656;4;4;4;4;4;4;4;4;1;2;1;4;2;4
8420;churn;Mr. Timothy Harrison;yes;1973;business;single;6595;4;5;5;5;5;3;3;4;4;4;4;1;4;3
8421;nochurn;Ms. Sharon Smith;yes;1991;leisure;double;5050;1;1;2;1;3;3;2;5;5;5;5;5;5;2
8422;nochurn;Mr. Eric Figueroa;yes;1989;business;single;3515;4;4;4;4;3;3;3;3;3;2;1;4;1;3
8423;nochurn;Mr. Alexander Roth;no;1998;business;double;5160;0;0;1;1;5;1;4;5;3;4;5;3;5;5
8424;nochurn;Mr. Jordan Davis;yes;1975;business;single;5174;5;5;2;5;3;4;4;4;4;4;4;5;4;3
8425;churn;Mr. Mark Ferguson;yes;1972;leisure;single;6671;4;2;4;3;1;3;4;1;1;4;1;2;1;1
8426;nochurn;Mr. Brandon Potter;yes;1976;business;single;1066;3;2;3;3;4;3;3;5;4;3;4;3;3;3
8427;nochurn;Ms. Annette Jones;yes;1972;business;single;3676;4;4;4;4;2;5;5;5;5;5;5;5;5;3
8428;churn;Mr. William Russell;no;1996;business;double;4172;3;3;3;4;3;3;3;3;4;5;3;4;3;3
8429;churn;Ms. Sarah Wallace;yes;1976;business;double;5031;1;1;3;1;4;3;3;1;1;1;1;1;1;4
8430;nochurn;Mr. Richard Pierce;yes;1983;business;single;6628;3;3;3;3;1;5;5;4;4;4;4;2;4;4
8431;nochurn;Mr. Jacob Anderson;yes;1968;business;single;4181;5;5;1;5;2;4;4;4;4;4;4;5;4;3
8432;churn;Ms. Sylvia Griffin;yes;1980;business;double;5065;2;4;4;4;2;2;2;2;2;1;2;1;2;2
8433;nochurn;Ms. Suzanne Jones;no;1999;business;double;4517;0;0;0;4;2;0;2;2;5;4;3;4;5;2
8434;nochurn;Ms. Brittany Walker;yes;1966;leisure;single;6402;3;3;3;3;1;3;4;5;5;5;5;5;5;5
8435;churn;Ms. Stephanie Grant;no;1992;business;suite;5209;4;4;4;4;4;4;4;4;5;4;5;2;4;4
8436;churn;Mr. Darrell Lee;yes;1954;leisure;double;5733;1;5;1;4;1;1;1;1;3;3;5;4;4;1
8437;nochurn;Ms. Miranda Cunningham;no;1999;business;suite;4311;5;0;5;3;5;5;5;5;2;2;3;4;1;5
8438;nochurn;Ms. Jennifer Orr;yes;1976;business;double;6589;4;3;5;3;4;2;5;4;4;4;4;2;4;4
8439;churn;Mr. Steven Martin;yes;2003;leisure;double;4963;3;2;3;3;2;3;4;2;1;5;3;2;2;2
8440;nochurn;Mr. Anthony Williams;yes;1983;business;single;6797;5;5;5;5;4;3;5;4;4;4;3;5;4;1
8441;churn;Ms. Wanda Jones;yes;1982;leisure;double;5084;4;5;4;5;5;4;5;5;3;4;5;5;5;5
8442;nochurn;Ms. Cindy Foster;yes;1957;leisure;double;6585;4;4;4;4;3;3;3;3;3;2;2;5;3;3
8443;nochurn;Mr. Donald Friedman;yes;1976;business;single;6545;4;4;4;4;5;5;4;2;2;2;2;5;2;5
8444;nochurn;Mr. David Whitaker;yes;1976;business;single;6798;5;5;5;5;4;1;5;5;5;4;5;2;5;2
8445;churn;Mr. Tyler Barrera;yes;1955;leisure;double;3807;1;4;1;3;2;1;2;2;4;2;4;5;5;2
8446;churn;Mr. Brandon Shaw;no;1993;business;single;5469;1;1;1;3;1;1;1;1;5;3;5;5;4;1
8447;nochurn;Ms. Vanessa Guerra;yes;1967;business;single;4656;4;4;4;4;5;5;5;3;3;3;3;4;3;5
8448;nochurn;Ms. Tracy Baldwin;yes;1974;business;single;3071;5;5;5;5;3;4;5;5;5;4;5;5;5;4
8449;churn;Mr. James Black;yes;2001;business;double;5158;1;4;4;4;1;1;2;1;4;2;4;2;3;1
8450;nochurn;Ms. Shawna Moore;yes;1976;leisure;double;6539;4;4;4;4;3;4;5;4;4;4;4;5;4;5
8451;nochurn;Ms. Ashley Vaughn;yes;1981;leisure;suite;5387;1;1;1;1;3;4;4;5;5;5;5;4;5;4
8452;nochurn;Mr. Adrian Sawyer;no;2001;business;single;5904;5;4;5;4;4;5;4;4;4;5;5;4;5;4
8453;churn;Mr. Dwayne Perkins;yes;1971;leisure;double;5742;3;4;3;3;1;3;1;1;3;3;3;2;4;1
8454;churn;Ms. Linda Henderson;yes;2009;leisure;double;5294;4;1;4;4;3;4;3;3;2;3;4;3;3;3
8455;nochurn;Mr. Dakota Thompson;yes;1987;business;single;3287;5;5;3;5;4;5;4;4;4;4;4;3;4;3
8456;nochurn;Mr. Charles Casey;yes;1990;business;single;1991;1;1;1;1;4;4;4;4;3;1;5;5;4;4
8457;nochurn;Ms. Lisa Hardin;yes;2000;leisure;double;4909;5;5;5;5;2;5;5;4;4;4;4;5;4;4
8458;nochurn;Ms. Debbie Schneider;yes;1979;business;single;6361;3;3;3;3;2;5;5;4;4;4;4;5;4;5
8459;churn;Mr. Brian Weeks;yes;1965;business;suite;5521;3;5;5;5;3;3;3;3;1;5;3;3;4;3
8460;nochurn;Ms. Julie Jenkins;yes;1954;leisure;double;6557;1;1;1;1;2;2;2;2;5;3;4;4;4;2
8461;churn;Mr. Richard Chapman;yes;1952;leisure;double;4566;4;4;4;4;3;4;3;3;2;1;4;3;4;3
8462;nochurn;Ms. Rachel Mendez;yes;1977;business;single;3642;1;1;1;1;3;4;5;4;4;4;4;5;4;3
8463;churn;Mr. Jose Gomez;yes;1979;business;single;4775;3;3;3;3;1;2;1;3;3;3;3;4;3;1
8464;churn;Ms. Kristi Burton;yes;1989;business;single;3366;2;1;3;3;1;1;2;1;4;3;4;1;4;1
8465;churn;Mr. Allen Scott;no;2001;business;double;4610;2;0;2;3;2;2;2;2;3;2;5;3;4;2
8466;nochurn;Mr. Keith Anderson;yes;1999;business;single;3229;5;5;5;5;3;3;3;3;5;3;3;3;5;3
8467;nochurn;Ms. Robin Hopkins;yes;1970;leisure;double;4670;4;4;4;2;1;4;1;1;5;1;4;2;2;1
8468;nochurn;Ms. Rebecca Nelson;yes;1975;business;single;3899;2;2;2;2;5;4;4;5;5;5;5;5;5;3
8469;nochurn;Mr. Mark Hudson;yes;1980;business;single;6877;3;3;3;3;1;2;4;4;4;4;3;1;4;2
8470;churn;Mr. Kevin Gardner;yes;1952;leisure;double;5239;1;4;1;2;5;1;5;5;4;4;5;5;5;5
8471;nochurn;Ms. Lisa Murphy;yes;1966;business;single;3671;1;4;1;1;4;4;4;5;3;5;4;4;3;4
8472;churn;Mr. Edwin Martin;y;;business;single;4719;2;2;2;2;2;4;4;2;2;2;2;1;2;4
8473;churn;Ms. Cindy Hill;no;1994;business;suite;5100;3;3;3;3;5;3;5;5;2;5;3;3;4;5
8474;nochurn;Ms. Sally White;yes;1989;business;single;4446;5;5;5;5;2;2;2;2;4;2;5;3;4;2
8475;churn;Mr. Richard Beck;yes;1957;leisure;double;6003;2;0;2;5;4;2;4;4;4;2;5;5;4;4
8476;churn;Ms. Brandy Hernandez;yes;2006;leisure;double;5094;3;5;3;4;1;3;2;1;4;2;5;4;5;1
8477;churn;Ms. Sandra Lopez;no;1999;business;double;4843;3;3;3;3;3;3;3;3;3;4;2;2;2;3
8478;nochurn;Ms. Amy Strickland;yes;1971;business;single;4950;1;1;1;1;5;4;5;3;3;3;3;4;3;4
8479;nochurn;Ms. Kathy Neal;yes;1952;leisure;double;5867;5;5;5;5;4;5;5;4;4;3;4;3;4;3
8480;churn;Ms. Melissa Santana;no;1984;business;double;6237;3;0;3;4;4;3;4;4;4;3;2;1;1;4
8481;nochurn;Mr. Marcus Smith;no;1999;business;double;5507;5;5;5;1;4;5;1;4;1;4;2;4;3;4
8482;churn;Ms. Amy Camacho;no;2000;business;double;4981;3;5;3;4;3;2;2;3;4;4;5;2;3;2
8483;nochurn;Ms. Mrs. Alyssa Mahoney MD;yes;2011;leisure;double;5128;4;5;4;3;5;4;5;5;5;3;2;5;3;5
8484;churn;Mr. Brandon Wiley;yes;2013;business;single;2431;3;2;2;2;3;3;3;3;1;4;4;1;4;3
8485;nochurn;Mr. Stephen Lee;yes;1968;business;single;4872;2;2;2;2;5;5;5;4;4;5;4;4;4;3
8486;churn;Mr. Ronald Johnson;yes;1986;leisure;double;4344;3;4;3;2;3;3;3;3;5;4;5;5;4;3
8487;nochurn;Ms. Stephanie Perez;yes;2008;leisure;double;4839;1;1;1;1;4;4;4;4;4;2;5;5;4;4
8488;churn;Ms. Lauren Bradshaw;yes;1990;business;single;1891;2;1;1;1;2;3;2;2;4;2;4;3;4;2
8489;nochurn;Mr. John Rodriguez;yes;1972;business;single;5377;5;5;5;5;5;5;5;2;2;2;2;5;2;4
8490;nochurn;Mr. Mario Kim;yes;1961;business;single;6784;4;4;4;4;2;4;5;4;4;4;5;5;4;4
8491;nochurn;Mr. Tony Walsh;yes;1983;business;double;4490;5;3;3;3;5;4;5;5;3;1;3;2;4;5
8492;nochurn;Ms. Carmen Sanchez;yes;1970;business;single;4687;3;3;3;3;3;4;5;5;5;5;5;5;5;5
8493;churn;Ms. Chelsea Hicks;no;1992;business;double;5105;1;1;1;2;4;1;4;4;3;2;2;4;2;4
8494;churn;Mr. Kevin Vasquez;no;1995;business;double;5751;1;3;1;2;4;1;4;4;3;5;2;5;2;4
8495;churn;Mr. Anthony Kaufman;yes;1967;leisure;double;4252;2;5;2;1;4;2;4;4;1;4;4;1;3;4
8496;churn;Mr. Don Bailey;yes;1960;leisure;double;4935;3;4;3;3;3;3;3;3;4;2;5;5;4;3
8497;nochurn;Mr. Thomas Moore;no;1964;business;single;5476;5;5;5;4;2;5;2;2;5;5;4;4;4;2
8498;nochurn;Mr. Kevin Wade;no;1980;business;single;5043;4;4;4;3;3;4;3;3;4;5;4;3;5;3
8499;nochurn;Ms. Mikayla Floyd;yes;1966;business;single;5025;1;1;1;1;3;4;5;2;2;2;2;5;2;3
8500;churn;Mr. Christopher Smith;yes;1976;business;single;3944;2;5;5;5;3;4;3;2;2;2;2;4;2;3
8501;churn;Mr. William Hess;yes;1982;business;single;6209;2;3;3;3;5;4;4;2;2;2;2;4;2;3
8502;churn;Mr. George Mckenzie;no;1999;business;double;4530;2;2;2;2;2;2;2;2;1;5;3;1;3;2
8503;nochurn;Ms. Pamela Watkins;yes;1981;leisure;double;4061;5;3;3;3;5;5;4;5;1;2;2;3;5;5
8504;nochurn;Ms. Sara Velasquez;yes;1991;leisure;double;5015;1;1;5;1;4;4;4;4;3;5;4;3;5;4
8505;nochurn;Ms. Kim Mitchell;yes;1970;business;single;4198;2;2;2;2;2;5;5;4;4;4;4;5;4;5
8506;churn;Mr. Gregory Welch;yes;2010;leisure;single;3984;3;4;3;4;3;3;3;2;5;2;3;3;3;3
8507;churn;Mr. Jose Hopkins;yes;1995;business;single;1544;3;1;1;1;3;3;3;3;3;3;3;2;4;3
8508;churn;Mr. Andrew Jacobson;yes;1988;leisure;double;5288;2;2;2;2;2;2;2;2;2;4;3;1;2;2
8509;nochurn;Ms. Melissa Skinner;yes;1988;leisure;double;4771;3;3;5;3;5;5;5;5;4;2;5;5;4;5
8510;nochurn;Ms. Gwendolyn Davis;yes;1987;business;suite;4626;5;2;1;2;5;5;5;5;2;2;4;5;1;5
8511;nochurn;Mr. William Garcia;yes;1984;business;double;5674;5;1;1;1;5;5;5;5;1;2;2;5;2;5
8512;nochurn;Mr. William Bryant;no;1991;business;single;5199;5;5;5;3;5;5;5;5;4;5;4;5;5;5
8513;churn;Mr. Bryce Smith;no;1981;business;double;4817;2;1;2;4;4;2;4;4;4;3;4;2;3;4
8514;nochurn;Ms. Cynthia Lewis;no;2000;business;double;4748;4;4;4;1;4;4;4;4;4;5;4;3;4;4
8515;nochurn;Ms. Andrea Sanchez MD;yes;1965;leisure;double;5883;5;2;2;2;5;5;5;5;3;1;5;5;2;5
8516;nochurn;Mr. Don Joyce;yes;1983;business;double;5757;5;2;2;2;5;5;5;5;4;2;4;1;1;5
8517;nochurn;Ms. Teresa Macdonald;yes;1986;leisure;double;3728;5;4;5;5;3;3;3;3;5;3;4;3;4;3
8518;nochurn;Ms. Kaitlin Gutierrez;yes;1988;leisure;single;6626;4;4;4;4;3;4;4;5;5;5;5;5;5;5
8519;nochurn;Ms. Jessica Hunter;yes;1980;business;single;3138;3;3;3;3;5;5;5;4;4;4;4;4;4;4
8520;churn;Mr. Jonathon Wilson;yes;1961;leisure;double;4082;3;4;3;3;2;3;2;2;4;2;4;3;4;2
8521;churn;Mr. Andrew Byrd;no;1990;business;double;4324;3;3;3;3;4;3;4;4;2;2;4;4;3;4
8522;nochurn;Ms. Sandra Robles;yes;1986;business;double;5793;4;3;3;3;4;4;4;4;3;2;4;3;2;4
8523;nochurn;Ms. Margaret Savage;yes;1995;leisure;double;5745;5;4;5;1;5;5;5;5;5;4;5;5;4;5
8524;nochurn;Mr. Matthew Bird;yes;1962;business;single;6399;4;4;4;4;2;5;5;4;4;4;4;5;4;3
8525;nochurn;Ms. Denise Curtis;no;1982;business;single;5172;4;4;4;3;4;4;4;4;2;5;5;3;3;4
8526;churn;Mr. Jeffrey King;no;1986;business;double;4186;3;3;3;4;4;3;4;4;3;3;4;3;4;4
8527;churn;Ms. Jennifer Wright;yes;1978;business;single;3804;3;1;1;1;3;2;3;3;3;3;3;1;3;4
8528;nochurn;Mr. Devin Moore;yes;1983;business;single;5541;4;1;4;4;4;4;4;4;4;5;4;3;4;4
8529;nochurn;Mr. Timothy Mccarty;yes;1972;business;single;5289;5;5;5;5;2;5;4;5;5;5;5;4;5;4
8530;nochurn;Ms. Julie Riggs;yes;2009;leisure;double;4071;4;5;4;2;2;1;5;2;2;4;2;4;2;2
8531;nochurn;Ms. Shannon Wilson;yes;2003;business;single;2024;1;1;1;1;4;4;4;4;5;4;4;5;1;4
8532;churn;Ms. Paula Richmond;yes;1965;business;single;4374;2;3;3;3;2;2;2;3;1;4;3;2;3;2
8533;churn;Mr. Jake Carter;yes;1972;leisure;double;4063;3;4;4;2;3;4;3;3;5;2;5;5;5;3
8534;churn;Ms. Rebecca Wolfe;no;2001;business;double;3959;2;2;2;3;2;2;2;2;2;3;3;3;4;2
8535;nochurn;Ms. Mary Silva;yes;1974;leisure;double;6794;4;5;4;1;4;4;4;1;1;4;1;4;1;5
8536;nochurn;Ms. Robin Webb;yes;2011;business;double;4819;4;1;1;1;4;4;3;4;1;2;4;4;5;4
8537;nochurn;Ms. Beth Mueller;no;1999;business;double;5990;0;5;0;5;4;0;5;4;2;5;5;1;1;4
8538;churn;Mr. George Stewart;yes;2000;leisure;double;4381;1;5;1;1;4;1;4;4;1;1;3;3;2;4
8539;churn;Mr. James Price;no;1984;business;double;5376;1;0;1;2;3;1;3;3;3;2;5;5;4;3
8540;nochurn;Mr. Jonathon Murray;yes;1982;leisure;double;5161;5;1;5;3;1;5;1;1;2;4;4;1;4;1
8541;nochurn;Mr. James Mendoza;yes;1965;business;single;5251;1;1;1;1;2;3;5;4;4;4;4;4;4;3
8542;churn;Ms. Jennifer Lucas;yes;2002;business;single;3182;2;5;5;5;2;2;2;2;3;3;4;3;4;2
8543;nochurn;Ms. Elizabeth Brown;yes;;business;double;6762;3;2;2;2;5;4;2;3;3;3;3;5;3;2
8544;nochurn;Ms. Kristin Horn;yes;1984;leisure;double;4944;5;5;5;5;3;4;4;4;4;4;4;3;4;4
8545;nochurn;Mr. Stephen Bullock;yes;1970;business;single;3413;1;1;1;1;2;4;5;5;5;5;5;4;5;5
8546;churn;Mr. Jeffrey Bowman;no;1998;business;double;5555;3;1;4;4;4;4;4;4;4;5;3;1;4;4
8547;churn;Ms. Stephanie Stephens;yes;1990;business;double;5075;4;3;2;3;4;4;4;4;4;5;3;1;4;4
8548;churn;Ms. Marissa Tran;yes;1961;business;double;6712;1;1;1;1;5;3;3;1;1;1;1;2;1;1
8549;nochurn;Mr. Jeremy Moore;yes;1962;business;single;6549;3;3;3;3;3;4;5;5;5;5;5;3;5;5
8550;nochurn;Mr. Thomas Adams;yes;1966;business;single;4672;4;4;5;4;2;4;4;5;5;5;5;4;5;4
8551;nochurn;Mr. Joseph Anderson;yes;1974;business;double;5124;4;1;5;1;4;4;4;4;3;2;3;5;1;4
8552;churn;Ms. Joanne Bowen;yes;1984;leisure;double;5779;4;5;4;1;3;4;3;3;4;5;5;3;4;3
8553;nochurn;Ms. Cassandra Noble;no;1996;business;single;4902;5;3;5;5;2;5;2;2;4;4;4;5;4;2
8554;churn;Mr. Marco Aguilar;yes;1978;business;single;2989;2;3;3;3;5;3;4;2;2;2;2;4;2;1
8555;nochurn;Ms. Kathleen Underwood;yes;1979;business;single;4445;5;5;5;5;5;5;5;5;4;5;4;5;3;5
8556;nochurn;Mr. Jonathan Davis;yes;1973;business;double;5934;5;3;3;3;5;5;5;5;1;3;1;5;3;5
8557;churn;Mr. Luis Edwards;yes;1987;leisure;double;5181;3;1;3;3;2;3;2;2;2;2;2;1;3;2
8558;nochurn;Ms. Linda Rios;no;2004;business;double;5082;0;4;1;3;1;1;1;1;3;5;4;3;4;1
8559;nochurn;Ms. Meghan Green MD;no;1983;business;single;5238;4;4;4;4;1;4;5;1;4;2;5;5;4;1
8560;nochurn;Mr. William Nelson;yes;1968;business;single;5295;4;4;4;4;5;4;5;4;4;4;4;5;4;2
8561;nochurn;Ms. Cindy Fisher;yes;1982;business;single;6346;3;3;3;3;4;5;5;4;4;4;4;3;4;5
8562;nochurn;Ms. Courtney Hunter;y;2005;leisure;double;4954;4;1;4;1;5;4;5;5;3;5;2;1;1;5
8563;churn;Mr. Stephen Wilson;yes;2004;leisure;double;4818;2;4;2;4;1;2;1;1;2;3;3;1;3;1
8564;nochurn;Mr. Robert Williams;yes;1963;business;single;6721;3;3;3;3;4;4;4;5;5;5;5;3;5;3
8565;churn;Mr. David Gonzalez;yes;1967;leisure;double;4057;3;5;3;4;5;3;2;5;3;5;3;3;4;5
8566;nochurn;Ms. Monique Spears;yes;1969;business;single;5126;5;5;2;5;5;5;5;4;4;4;4;3;4;4
8567;churn;Mr. Scott Davenport;no;1995;business;single;5290;2;2;2;2;3;2;5;3;4;1;3;4;3;3
